reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
36044,"is producer collective agent of",rdaa:producerCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for most of the business aspects of a production for screen, sound recording, television, webcast, etc.","A producer is generally responsible for fundraising, managing the production, hiring key personnel, arranging for distributors, etc.",,,,,,,,,,"producer collective agent of","A work that involves a responsibility of a collective agent for most of the business aspects of a production for screen, sound recording, television, webcast, etc.",rdaa:P50701,property,producerCollectiveAgentOf,rdac:C10011,,rdau:P60668,,rdaa:P50693,rdaa:P50201,,,Published,,2,
36046,"is film producer collective agent of",rdaa:filmProducerCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for most of the business aspects of the production of a film.",,,,,,,,,,,"film producer collective agent of","A work that involves a responsibility of a collective agent for most of the business aspects of the production of a film.",rdaa:P50702,property,filmProducerCollectiveAgentOf,rdac:C10011,,rdau:P60033,,rdaa:P50701,rdaa:P50213,,,Published,,2,
36048,"is radio producer collective agent of",rdaa:radioProducerCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for most of the business aspects of the production of a radio program.",,,,,,,,,,,"radio producer collective agent of","A work that involves a responsibility of a collective agent for most of the business aspects of the production of a radio program.",rdaa:P50703,property,radioProducerCollectiveAgentOf,rdac:C10011,,rdau:P60034,,rdaa:P50701,rdaa:P50214,,,Published,,2,
36050,"is television producer collective agent of",rdaa:televisionProducerCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for most of the business aspects of the production of a television program.",,,,,,,,,,,"television producer collective agent of","A work that involves a responsibility of a collective agent for most of the business aspects of the production of a television program.",rdaa:P50704,property,televisionProducerCollectiveAgentOf,rdac:C10011,,rdau:P60035,,rdaa:P50701,rdaa:P50215,,,Published,,2,
36052,"is organizer collective agent of",rdaa:organizerCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for organizing a conference, exhibition, or other event that gives rise to a work.",,,,,,,,,,,"organizer collective agent of","A work that involves a responsibility of a collective agent for organizing a conference, exhibition, or other event that gives rise to a work.",rdaa:P50705,property,organizerCollectiveAgentOf,rdac:C10011,,rdau:P60850,,rdaa:P50357,rdaa:P50270,,,Published,,2,
36055,"is photographer collective agent of work of",rdaa:photographerCollectiveAgentOfWorkOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for photography.",,,,,,,,,,,"photographer collective agent of work of","A work that involves a responsibility of a collective agent for photography.",rdaa:P50706,property,photographerCollectiveAgentOfWorkOf,rdac:C10011,,rdau:P60658,,rdaa:P50693,rdaa:P50190,,,Published,,2,
36057,"is consultant collective agent of",rdaa:consultantCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for providing consultation services, and often making recommendations, to a creator of a work.",,,,,,,,,,,"consultant collective agent of","A work that involves a responsibility of a collective agent for providing consultation services, and often making recommendations, to a creator of a work.",rdaa:P50707,property,consultantCollectiveAgentOf,rdac:C10011,,rdau:P60701,,rdaa:P50357,rdaa:P50211,,,Published,,2,
36059,"is rapporteur collective agent of",rdaa:rapporteurCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for reporting on the proceedings of meetings of an organization.",,,,,,,,,,,"rapporteur collective agent of","A work that involves a responsibility of a collective agent for reporting on the proceedings of meetings of an organization.",rdaa:P50708,property,rapporteurCollectiveAgentOf,rdac:C10011,,rdau:P60757,,rdaa:P50692,rdaa:P50248,,,Published,,2,
36061,"is researcher collective agent of",rdaa:researcherCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for research in support of a work.",,,,,,,,,,,"researcher collective agent of","A work that involves a responsibility of a collective agent for research in support of a work.",rdaa:P50709,property,researcherCollectiveAgentOf,rdac:C10011,,rdau:P60837,,rdaa:P50357,rdaa:P50265,,,Published,,2,
36063,"is interviewee collective agent of work of",rdaa:intervieweeCollectiveAgentOfWorkOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",,,,,,,,,,,"interviewee collective agent of work of","A work that involves a responsibility of a collective agent for responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",rdaa:P50710,property,intervieweeCollectiveAgentOfWorkOf,rdac:C10011,,rdau:P60661,,rdaa:P50693,rdaa:P50193,,,Published,,2,
36065,"is compiler collective agent of",rdaa:compilerCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for selecting, arranging, aggregating, and editing data and information for a work such as a bibliography or a directory.","Revising or clarifying the content of an expression of a work and selecting and putting together expressions of works or parts of works are excluded.",,,,,,,,,,"compiler collective agent of","A work that involves a responsibility of a collective agent for selecting, arranging, aggregating, and editing data and information for a work such as a bibliography or a directory.",rdaa:P50711,property,compilerCollectiveAgentOf,rdac:C10011,,rdau:P60657,,rdaa:P50693,rdaa:P50189,,,Published,,2,
36068,"is director collective agent of",rdaa:directorCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for the general management and supervision of a filmed performance, a radio or television program, etc.",,,,,,,,,,,"director collective agent of","A work that involves a responsibility of a collective agent for the general management and supervision of a filmed performance, a radio or television program, etc.",rdaa:P50712,property,directorCollectiveAgentOf,rdac:C10011,,rdau:P60673,,rdaa:P50357,rdaa:P50205,,,Published,,2,
36070,"is film director collective agent of",rdaa:filmDirectorCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for the general management and supervision of a filmed performance.",,,,,,,,,,,"film director collective agent of","A work that involves a responsibility of a collective agent for the general management and supervision of a filmed performance.",rdaa:P50713,property,filmDirectorCollectiveAgentOf,rdac:C10011,,rdau:P60009,,rdaa:P50712,rdaa:P50048,,,Published,,2,
36072,"is radio director collective agent of",rdaa:radioDirectorCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for the general management and supervision of a radio program.",,,,,,,,,,,"radio director collective agent of","A work that involves a responsibility of a collective agent for the general management and supervision of a radio program.",rdaa:P50714,property,radioDirectorCollectiveAgentOf,rdac:C10011,,rdau:P60010,,rdaa:P50712,rdaa:P50049,,,Published,,2,
36074,"is television director collective agent of",rdaa:televisionDirectorCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for the general management and supervision of a television program.",,,,,,,,,,,"television director collective agent of","A work that involves a responsibility of a collective agent for the general management and supervision of a television program.",rdaa:P50715,property,televisionDirectorCollectiveAgentOf,rdac:C10011,,rdau:P60011,,rdaa:P50712,rdaa:P50050,,,Published,,2,
36076,"is sculptor collective agent of",rdaa:sculptorCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for three-dimensional modeling, carving, or similar technique.",,,,,,,,,,,"sculptor collective agent of","A work that involves a responsibility of a collective agent for three-dimensional modeling, carving, or similar technique.",rdaa:P50716,property,sculptorCollectiveAgentOf,rdac:C10011,,rdau:P60705,,rdaa:P50691,rdaa:P50222,,,Published,,2,
36078,"is dedicator collective agent of",rdaa:dedicatorCollectiveAgentOf.en,"Relates a collective agent to a work that is assigned as an acknowledgement of the inspiration or support of a related collective agent.",,,,,,,,,,,"dedicator collective agent of","A work that is assigned as an acknowledgement of the inspiration or support of a related collective agent.",rdaa:P50717,property,dedicatorCollectiveAgentOf,rdac:C10011,,rdau:P60603,,rdaa:P50357,rdaa:P50132,,,Published,,2,
36081,"is honouree collective agent of work of",rdaa:honoureeCollectiveAgentOfWorkOf.en,"Relates a collective agent to a work that marks the esteem of and respect for a collective agent.",,"honoree collective agent of work of",,,,,,,,,"honouree collective agent of work of","A work that marks the esteem of and respect for a collective agent.",rdaa:P50718,property,honoureeCollectiveAgentOfWorkOf,rdac:C10011,,rdau:P60634,,rdaa:P50357,rdaa:P50166,,,Published,,2,
36083,"is actor collective agent of",rdaa:actorCollectiveAgentOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of acting as a cast member or player in a musical or dramatic presentation.",,,,,,,,,,,"actor collective agent of","An expression that includes a contribution by a collective agent of acting as a cast member or player in a musical or dramatic presentation.",rdaa:P50719,property,actorCollectiveAgentOf,rdac:C10011,,rdau:P60017,,rdaa:P50754,rdaa:P50071,,,Published,,2,
36085,"is editor collective agent of text of",rdaa:editorCollectiveAgentOfTextOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of amending text created by other collective agents in order to meet publication standards such as consistency, clarity, and style.",,,,,,,,,,,"editor collective agent of text of","An expression that includes a contribution by a collective agent of amending text created by other collective agents in order to meet publication standards such as consistency, clarity, and style.",rdaa:P50720,property,editorCollectiveAgentOfTextOf,rdac:C10011,,rdau:P61080,,rdaa:P50775,rdaa:P50450,,,Published,,2,
36087,"is onscreen presenter collective agent of",rdaa:onscreenPresenterCollectiveAgentOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of appearing on screen to provide contextual or background information.","An on-screen presenter may appear in nonfiction moving image materials or in introductions to fiction moving image materials.",,,,,,,,,,"onscreen presenter collective agent of","An expression that includes a contribution by a collective agent of appearing on screen to provide contextual or background information.",rdaa:P50721,property,onscreenPresenterCollectiveAgentOf,rdac:C10011,,rdau:P60018,,rdaa:P50754,rdaa:P50072,,,Published,,2,
36089,"is colourist collective agent of",rdaa:colouristCollectiveAgentOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of applying colour to drawings, prints, photographs, maps, moving images, and other visual content.",,,,,,,,,,,"colourist collective agent of","An expression that includes a contribution by a collective agent of applying colour to drawings, prints, photographs, maps, moving images, and other visual content.",rdaa:P50722,property,colouristCollectiveAgentOf,rdac:C10011,,rdau:P60839,,rdaa:P50775,rdaa:P50266,,,Published,,2,
36091,"is makeup artist collective agent of",rdaa:makeupArtistCollectiveAgentOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of applying makeup and prosthetics for a moving image production or for a musical or dramatic presentation or entertainment.",,,,,,,,,,,"makeup artist collective agent of","An expression that includes a contribution by a collective agent of applying makeup and prosthetics for a moving image production or for a musical or dramatic presentation or entertainment.",rdaa:P50723,property,makeupArtistCollectiveAgentOf,rdac:C10011,,rdau:P60841,,rdaa:P50774,rdaa:P50267,,,Published,,2,
