*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],*status,instructionNumber,has element type,See Also[0]
is contributor corporate body of choreography of,rdaa:contributorCorporateBodyOfChoreographyOf.en,Relates a corporate body to a manifestation that is an aggregate that embodies an expression of a choreographic work that is created by a corporate body.,,,,,,,,,,,contributor corporate body of choreography of,A manifestation that is an aggregate that embodies an expression of a choreographic work that is created by a corporate body.,rdaa:P50814,property,rdac:C10005,rdaa:P50823,rdaa:P50663,Published,,2,
is contributor corporate body of computer content of,rdaa:contributorCorporateBodyOfComputerContentOf.en,Relates a corporate body to a manifestation that is an aggregate that embodies an expression of computer content created by a corporate body.,,,,,,,,,,,contributor corporate body of computer content of,A manifestation that is an aggregate that embodies an expression of computer content created by a corporate body.,rdaa:P50821,property,rdac:C10005,rdaa:P50823,rdaa:P50670,Published,,2,
is contributor corporate body of moving image of,rdaa:contributorCorporateBodyOfMovingImageOf.en,Relates a corporate body to a manifestation that is an aggregate that embodies an expression of a moving image work that is created by a corporate body.,,,,,,,,,,,contributor corporate body of moving image of,A manifestation that is an aggregate that embodies an expression of a moving image work that is created by a corporate body.,rdaa:P50815,property,rdac:C10005,rdaa:P50823,rdaa:P50664,Published,,2,
is contributor corporate body of music of,rdaa:contributorCorporateBodyOfMusicOf.en,Relates a corporate body to a manifestation that is an aggregate that embodies an expression of a musical work that is created by a corporate body.,,,,,,,,,,,contributor corporate body of music of,A manifestation that is an aggregate that embodies an expression of a musical work that is created by a corporate body.,rdaa:P50816,property,rdac:C10005,rdaa:P50823,rdaa:P50665,Published,,2,
is contributor corporate body of object of,rdaa:contributorCorporateBodyOfObjectOf.en,Relates a corporate body to a manifestation that is an aggregate that embodies an expression of an object work that is created by a corporate body.,,,,,,,,,,,contributor corporate body of object of,A manifestation that is an aggregate that embodies an expression of an object work that is created by a corporate body.,rdaa:P50820,property,rdac:C10005,rdaa:P50823,rdaa:P50669,Published,,2,
is contributor corporate body of speech of,rdaa:contributorCorporateBodyOfSpeechOf.en,Relates a corporate body to a manifestation that is an aggregate that embodies an expression of a vocal work that is created by a corporate body.,,,,,,,,,,,contributor corporate body of speech of,A manifestation that is an aggregate that embodies an expression of a vocal work that is created by a corporate body.,rdaa:P50817,property,rdac:C10005,rdaa:P50823,rdaa:P50666,Published,,2,
is contributor corporate body of still image of,rdaa:contributorCorporateBodyOfStillImageOf.en,Relates a corporate body to a manifestation that is an aggregate that embodies an expression of a still image work that is created by a corporate body.,,,,,,,,,,,contributor corporate body of still image of,A manifestation that is an aggregate that embodies an expression of a still image work that is created by a corporate body.,rdaa:P50818,property,rdac:C10005,rdaa:P50823,rdaa:P50667,Published,,2,
is contributor corporate body of text of,rdaa:contributorCorporateBodyOfTextOf.en,Relates a corporate body to a manifestation that is an aggregate that embodies an expression of a textual work that is created by a corporate body.,,,,,,,,,,,contributor corporate body of text of,A manifestation that is an aggregate that embodies an expression of a textual work that is created by a corporate body.,rdaa:P50819,property,rdac:C10005,rdaa:P50823,rdaa:P50668,Published,,2,
is contributor corporate body to aggregate of,rdaa:contributorCorporateBodyToAggregateOf.en,Relates a corporate body to a manifestation that is an aggregate that embodies an expression of a work that is created by a corporate body.,,,,,,,,,,,contributor corporate body to aggregate of,A manifestation that is an aggregate that embodies an expression of a work that is created by a corporate body.,rdaa:P50823,property,rdac:C10005,rdaa:P50331,rdaa:P50672,Published,,2,
is contributor corporate body to amalgamation of,rdaa:contributorCorporateBodyToAmalgamationOf.en,Relates a corporate body to an expression that includes a contribution by a corporate body to a seamless mix of kinds of content.,,,,,,,,,,,contributor corporate body to amalgamation of,An expression that includes a contribution by a corporate body to a seamless mix of kinds of content.,rdaa:P50926,property,rdac:C10005,rdaa:P50927,rdaa:P50775,Published,,2,
is contributor corporate body to performance of,rdaa:contributorCorporateBodyToPerformanceOf.en,Relates a corporate body to an expression that includes a contribution by a corporate body to a performance.,,,,,,,,,,,contributor corporate body to performance of,An expression that includes a contribution by a corporate body to a performance.,rdaa:P50925,property,rdac:C10005,rdaa:P50926,rdaa:P50774,Published,,2,
is contributor family of cartography of,rdaa:contributorFamilyOfCartographyOf.en,Relates a family to a manifestation that is an aggregate that embodies an expression of a cartographic work that is created by a family.,,,,,,,,,,,contributor family of cartography of,A manifestation that is an aggregate that embodies an expression of a cartographic work that is created by a family.,rdaa:P50964,property,rdac:C10008,rdaa:P50974,rdaa:P50662,Published,,2,
is contributor family of choreography of,rdaa:contributorFamilyOfChoreographyOf.en,Relates a family to a manifestation that is an aggregate that embodies an expression of a choreographic work that is created by a family.,,,,,,,,,,,contributor family of choreography of,A manifestation that is an aggregate that embodies an expression of a choreographic work that is created by a family.,rdaa:P50965,property,rdac:C10008,rdaa:P50974,rdaa:P50663,Published,,2,
is contributor family of computer content of,rdaa:contributorFamilyOfComputerContentOf.en,Relates a family to a manifestation that is an aggregate that embodies an expression of computer content created by a family.,,,,,,,,,,,contributor family of computer content of,A manifestation that is an aggregate that embodies an expression of computer content created by a family.,rdaa:P50972,property,rdac:C10008,rdaa:P50974,rdaa:P50670,Published,,2,
is contributor family of moving image of,rdaa:contributorFamilyOfMovingImageOf.en,Relates a family to a manifestation that is an aggregate that embodies an expression of a moving image work that is created by a family.,,,,,,,,,,,contributor family of moving image of,A manifestation that is an aggregate that embodies an expression of a moving image work that is created by a family.,rdaa:P50966,property,rdac:C10008,rdaa:P50974,rdaa:P50664,Published,,2,
is contributor family of music of,rdaa:contributorFamilyOfMusicOf.en,Relates a family to a manifestation that is an aggregate that embodies an expression of a musical work that is created by a family.,,,,,,,,,,,contributor family of music of,A manifestation that is an aggregate that embodies an expression of a musical work that is created by a family.,rdaa:P50967,property,rdac:C10008,rdaa:P50974,rdaa:P50665,Published,,2,
is contributor family of object of,rdaa:contributorFamilyOfObjectOf.en,Relates a family to a manifestation that is an aggregate that embodies an expression of an object work that is created by a family.,,,,,,,,,,,contributor family of object of,A manifestation that is an aggregate that embodies an expression of an object work that is created by a family.,rdaa:P50971,property,rdac:C10008,rdaa:P50974,rdaa:P50669,Published,,2,
is contributor family of speech of,rdaa:contributorFamilyOfSpeechOf.en,Relates a family to a manifestation that is an aggregate that embodies an expression of a vocal work that is created by a family.,,,,,,,,,,,contributor family of speech of,A manifestation that is an aggregate that embodies an expression of a vocal work that is created by a family.,rdaa:P50968,property,rdac:C10008,rdaa:P50974,rdaa:P50666,Published,,2,
is contributor family of still image of,rdaa:contributorFamilyOfStillImageOf.en,Relates a family to a manifestation that is an aggregate that embodies an expression of a still image work that is created by a family.,,,,,,,,,,,contributor family of still image of,A manifestation that is an aggregate that embodies an expression of a still image work that is created by a family.,rdaa:P50969,property,rdac:C10008,rdaa:P50974,rdaa:P50667,Published,,2,
